pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
EU	RU	4	17450001	17500000	0.0093593833198065	25
EU	RU	4	17500001	17550000	-0.0023357860876	19
EU	RU	4	17550001	17600000	0.008925603483094	23
EU	RU	4	17600001	17650000	-0.0079726917974104	24
EU	RU	4	17650001	17700000	0.0074146249420708	20
EU	RU	4	17700001	17750000	0.0022502895380519	40
EU	RU	4	17750001	17800000	-0.004828823907528	24
EU	RU	4	17800001	17850000	0.0024332206853624	15
EU	RU	4	17850001	17900000	0.0029261821676087	33
EU	RU	4	17900001	17950000	0.0144790827697696	27
EU	RU	4	17950001	18000000	0.0062874698852025	45
EU	RU	4	18000001	18050000	-0.0171424282998875	42
EU	RU	4	18050001	18100000	0.0086388570602687	26
EU	RU	4	18100001	18150000	0.0105434453333957	35
EU	RU	4	18150001	18200000	0.0112890679478799	12
EU	RU	4	18200001	18250000	0.0377017393776598	16
EU	RU	4	18250001	18300000	0.0005971756678595	30
EU	RU	4	18300001	18350000	-0.0083101087408151	16
EU	RU	4	18350001	18400000	0.0075034810972461	40
EU	RU	4	18400001	18450000	-0.0029000663122191	35
EU	RU	4	18450001	18500000	0.0238107820802225	25
EU	RU	4	18500001	18550000	-0.0420904167137736	11
EU	RU	4	18550001	18600000	0.0135939139501719	15
EU	RU	4	18600001	18650000	0.0276137251526667	13
EU	RU	4	18650001	18700000	0.0134486902495096	10
EU	RU	4	18700001	18750000	0.0342621684934703	7
EU	RU	4	18750001	18800000	0.0007313167831237	3
EU	RU	4	18800001	18850000	-0.0242860771524133	2
EU	RU	4	18850001	18900000	-0.0137778350730898	7
EU	RU	4	18900001	18950000	-0.0309032636095118	2
EU	RU	4	18950001	19000000	0.0551881591814398	6
EU	RU	4	19000001	19050000	0.0648228636928853	12
EU	RU	4	19050001	19100000	0.0347236212616397	6
EU	RU	4	19100001	19150000	0.0211762482332424	8
EU	RU	4	19150001	19200000	0.0216992315344125	4
EU	RU	4	19200001	19250000	0.0020509219283835	7
EU	RU	4	19250001	19300000	-0.0069075112653739	5
EU	RU	4	19300001	19350000	0.0602612123710486	3
EU	RU	4	19350001	19400000	-0.0328912714313865	5
EU	RU	4	19400001	19450000	0.0550030006170048	5
EU	RU	4	19450001	19500000	-0.0141469701510988	2
EU	RU	4	19500001	19550000	0.019439068737821	6
EU	RU	4	19550001	19600000	0.0461427816377518	3
EU	RU	4	19600001	19650000	-0.020024455356826	7
EU	RU	4	19650001	19700000	-0.0404696116957032	5
EU	RU	4	19700001	19750000	0.045219340162994	7
EU	RU	4	19750001	19800000	-0.0361388450930567	4
EU	RU	4	19800001	19850000	-6.070713879384424e-05	10
EU	RU	4	19850001	19900000	-0.0093461796374997	16
EU	RU	4	19900001	19950000	0.0406713997808249	14
EU	RU	4	19950001	20000000	-0.024161958551467	6
EU	RU	4	20000001	20050000	-0.0007450851651325	14
EU	RU	4	20050001	20100000	0.0213964092821559	8
EU	RU	4	20100001	20150000	0.0616990955078246	3
EU	RU	4	20150001	20200000	0.0472231373617218	7
EU	RU	4	20200001	20250000	-0.01299550197369	8
EU	RU	4	20250001	20300000	-0.0123837923749519	14
EU	RU	4	20300001	20350000	0.0323483240920752	11
EU	RU	4	20350001	20400000	0.0653880091835709	6
EU	RU	4	20400001	20450000	0.0150925148331944	10
EU	RU	4	20450001	20500000	0.0589647026274526	5
EU	RU	4	20500001	20550000	-0.0271170999659662	9
EU	RU	4	20550001	20600000	-0.0202038632020501	10
EU	RU	4	20600001	20650000	0.0144994319375542	11
EU	RU	4	20650001	20700000	0.0114068356550674	9
EU	RU	4	20700001	20750000	-0.0354793307143591	6
EU	RU	4	20750001	20800000	-0.0434552827383988	6
EU	RU	4	20800001	20850000	-0.0273832863457468	5
EU	RU	4	20850001	20900000	-0.0443760212273923	4
EU	RU	4	20900001	20950000	0.1303160518595355	4
EU	RU	4	20950001	21000000	0.0113947105242084	6
EU	RU	4	21000001	21050000	0.1139091489574089	3
EU	RU	4	21050001	21100000	2.9743957620035504e-05	6
EU	RU	4	21100001	21150000	-0.008859557343534	5
EU	RU	4	21150001	21200000	-0.0077372546038487	14
EU	RU	4	21200001	21250000	-0.0323084959108944	2
EU	RU	4	21250001	21300000	-0.0300663694002439	8
EU	RU	4	21300001	21350000	0.1168829513294842	8
EU	RU	4	21350001	21400000	-0.0211483105797481	8
EU	RU	4	21400001	21450000	0.0409992199507701	11
EU	RU	4	21450001	21500000	-0.0163092100448208	10
EU	RU	4	21500001	21550000	0.0131157249569422	11
EU	RU	4	21550001	21600000	-0.0003112044012928	7
EU	RU	4	21600001	21650000	0.011368487943572	12
EU	RU	4	21650001	21700000	0.0178928243316361	12
EU	RU	4	21700001	21750000	-0.0323411216024938	10
EU	RU	4	21750001	21800000	-0.020223195837337	12
EU	RU	4	21800001	21850000	0.0077241805323723	16
EU	RU	4	21850001	21900000	0.0251240767104611	13
EU	RU	4	21900001	21950000	0.0105289902569396	16
EU	RU	4	21950001	22000000	0.0046962130298875	18
EU	RU	4	22000001	22050000	-0.0075527680516945	31
EU	RU	4	22050001	22100000	-0.0018103685939017	19
EU	RU	4	22100001	22150000	-0.0085240243061475	42
EU	RU	4	22150001	22200000	0.0130315052778005	38
EU	RU	4	22200001	22250000	-0.0085534555377165	38
EU	RU	4	22250001	22300000	-0.0103356303097067	48
EU	RU	4	22300001	22350000	-0.004896354596511	44
EU	RU	4	22350001	22400000	-0.003403591930286	37
EU	RU	4	22400001	22450000	-0.0036959425793771	45
EU	RU	4	22450001	22500000	-0.017197723686788	10
EU	RU	4	22500001	22550000	0.0237770726461191	30
EU	RU	4	22550001	22600000	0.0028867168279112	23
EU	RU	4	22600001	22650000	0.0389490412710053	28
EU	RU	4	22650001	22700000	0.0088169322748531	27
EU	RU	4	22700001	22750000	0.0191178867550923	46
EU	RU	4	22750001	22800000	0.0058877939363882	44
EU	RU	4	22800001	22850000	-0.0140152585264294	26
EU	RU	4	22850001	22900000	0.0085958053366976	28
EU	RU	4	22900001	22950000	0.0317076865340603	38
EU	RU	4	22950001	23000000	-0.0188421309517341	23
EU	RU	4	23000001	23050000	-0.0069655144459975	27
EU	RU	4	23050001	23100000	-0.0084570473196304	34
EU	RU	4	23100001	23150000	0.006831206243669	65
EU	RU	4	23150001	23200000	-0.0117757636263346	69
EU	RU	4	23200001	23250000	-0.0043199115603301	65
EU	RU	4	23250001	23300000	-0.0080902006285311	39
EU	RU	4	23300001	23350000	0.0119738479230703	51
EU	RU	4	23350001	23400000	0.014070463746496	54
EU	RU	4	23400001	23450000	0.0132971888402909	67
EU	RU	4	23450001	23500000	0.0061756358665277	64
EU	RU	4	23500001	23550000	-0.0083778035191792	24
EU	RU	4	23550001	23600000	0.0232609456306861	11
EU	RU	4	23600001	23650000	0.0339498682116505	31
EU	RU	4	23650001	23700000	0.0100040430940029	63
EU	RU	4	23700001	23750000	-0.0094527620546278	63
EU	RU	4	23750001	23800000	-0.0157033060649332	38
EU	RU	4	23800001	23850000	0.0263003436862568	42
EU	RU	4	23850001	23900000	-0.005438567717131	58
EU	RU	4	23900001	23950000	0.0095303597684741	47
EU	RU	4	23950001	24000000	0.0007816760585108	18
EU	RU	4	24000001	24050000	0.0026537812975748	36
EU	RU	4	24050001	24100000	0.0146256898233214	40
EU	RU	4	24100001	24150000	0.0217468441238132	24
EU	RU	4	24150001	24200000	-0.0038623858465345	23
EU	RU	4	24200001	24250000	-0.0054406707764457	17
EU	RU	4	24250001	24300000	-0.0220871020343507	21
EU	RU	4	24300001	24350000	0.0265515221683318	15
EU	RU	4	24350001	24400000	0.0177213129500201	9
EU	RU	4	24400001	24450000	0.0110542352663751	15
EU	RU	4	24450001	24500000	-0.0034083966409858	43
EU	RU	4	24500001	24550000	0.012964988082256	36
EU	RU	4	24550001	24600000	-0.0113091573569894	33
EU	RU	4	24600001	24650000	0.0096695883078479	27
EU	RU	4	24650001	24700000	-0.011551468336608	31
EU	RU	4	24700001	24750000	-0.0101089105873106	13
EU	RU	4	24750001	24800000	0.0390669035896286	16
EU	RU	4	24800001	24850000	0.0079742734446901	9
EU	RU	4	24850001	24900000	0.0055773875390161	12
EU	RU	4	24900001	24950000	-0.0158581717714622	5
EU	RU	4	24950001	25000000	0.0173064855758015	14
EU	RU	4	25000001	25050000	0.0078382224126426	21
EU	RU	4	25050001	25100000	-0.0022400703516631	21
EU	RU	4	25100001	25150000	-0.0253257020957493	25
EU	RU	4	25150001	25200000	0.0070086726779109	11
EU	RU	4	25200001	25250000	0.0047430009098795	26
EU	RU	4	25250001	25300000	-0.0050682241096357	20
EU	RU	4	25300001	25350000	-0.0598789479270579	7
EU	RU	4	25350001	25400000	-0.0186395330033514	16
EU	RU	4	25400001	25450000	0.0101770258282103	22
EU	RU	4	25450001	25500000	0.0336084877669797	17
EU	RU	4	25500001	25550000	0.03809302966936	6
EU	RU	4	25550001	25600000	-0.0063459813800989	18
EU	RU	4	25600001	25650000	0.0009973986561155	19
EU	RU	4	25650001	25700000	-0.0180728667115866	21
EU	RU	4	25700001	25750000	0.0093868723757165	21
EU	RU	4	25750001	25800000	0.0351817455006462	32
EU	RU	4	25800001	25850000	0.0032140436569769	46
EU	RU	4	25850001	25900000	0.0148606213529553	37
EU	RU	4	25900001	25950000	0.0181466784052233	30
EU	RU	4	25950001	26000000	-0.0013554680946934	46
EU	RU	4	26000001	26050000	0.0151219031897592	49
EU	RU	4	26050001	26100000	-0.0095129679126114	39
EU	RU	4	26100001	26150000	-0.0050908401584739	24
EU	RU	4	26150001	26200000	-0.0006240902801539	34
EU	RU	4	26200001	26250000	-0.0215131989135015	37
EU	RU	4	26250001	26300000	0.0319025932285901	16
EU	RU	4	26300001	26350000	-0.0020855222628864	64
EU	RU	4	26350001	26400000	-0.0007773400461977	69
EU	RU	4	26400001	26450000	-0.0047372320419255	44
EU	RU	4	26450001	26500000	0.0032155638252557	56
EU	RU	4	26500001	26550000	0.0183574694648451	75
EU	RU	4	26550001	26600000	0.0099178712814475	54
EU	RU	4	26600001	26650000	-0.0006104017203766	51
EU	RU	4	26650001	26700000	0.0039592638564507	47
EU	RU	4	26700001	26750000	0.001643822593719	40
EU	RU	4	26750001	26800000	0.0056868862887927	26
EU	RU	4	26800001	26850000	0.0169495435158568	51
EU	RU	4	26850001	26900000	0.0206311969463836	58
EU	RU	4	26900001	26950000	0.0050778903001808	79
EU	RU	4	26950001	27000000	0.0084367763251138	22
EU	RU	4	27000001	27050000	-0.0044899332011677	57
EU	RU	4	27050001	27100000	0.0009482619941226	38
EU	RU	4	27100001	27150000	0.000609432088809	54
EU	RU	4	27150001	27200000	0.0040957305622582	51
EU	RU	4	27200001	27250000	-0.0130335292162946	37
EU	RU	4	27250001	27300000	0.018685201602578	40
EU	RU	4	27300001	27350000	0.0094300406302223	62
EU	RU	4	27350001	27400000	-0.0002838370277297	47
EU	RU	4	27400001	27450000	-0.0031720975053187	22
EU	RU	4	27450001	27500000	0.0150112721778953	90
EU	RU	4	27500001	27550000	0.0001540426760629	64
EU	RU	4	27550001	27600000	-6.530167446883097e-05	34
EU	RU	4	27600001	27650000	0.005886586473506	41
EU	RU	4	27650001	27700000	-0.0001327601237579	54
EU	RU	4	27700001	27750000	0.0053315506558599	40
EU	RU	4	27750001	27800000	0.0165920346066944	38
EU	RU	4	27800001	27850000	0.0119574668444018	28
EU	RU	4	27850001	27900000	-0.0053684989578026	27
EU	RU	4	27900001	27950000	-0.0025706808909944	30
EU	RU	4	27950001	28000000	-0.0125117969254064	43
EU	RU	4	28000001	28050000	-0.0059030922145967	51
EU	RU	4	28050001	28100000	-0.0038168285121349	34
EU	RU	4	28100001	28150000	-0.0040407194926573	25
EU	RU	4	28150001	28200000	-0.0129500310604007	19
EU	RU	4	28200001	28250000	0.0068027690103682	32
EU	RU	4	28250001	28300000	0.0179707045913048	28
EU	RU	4	28300001	28350000	0.0255178359076632	18
EU	RU	4	28350001	28400000	-0.0193663661008812	11
EU	RU	4	28400001	28450000	-0.0041465342526582	12
EU	RU	4	28450001	28500000	-0.0220652009469828	12
EU	RU	4	28500001	28550000	0.0280908268969429	21
EU	RU	4	28550001	28600000	-0.0163088192584394	10
EU	RU	4	28600001	28650000	0.0539780236013482	16
EU	RU	4	28650001	28700000	-0.018685531902016	21
EU	RU	4	28700001	28750000	0.0076662409882159	11
EU	RU	4	28750001	28800000	-0.0058356687207974	24
EU	RU	4	28800001	28850000	-0.0043142922389436	33
EU	RU	4	28850001	28900000	-0.0064493797475014	26
EU	RU	4	28900001	28950000	-0.0211010582684144	11
EU	RU	4	28950001	29000000	-0.0325701431668531	8
EU	RU	4	29000001	29050000	0.0288959753929017	8
EU	RU	4	29050001	29100000	0.0058337460389222	20
EU	RU	4	29100001	29150000	0.0200331917302411	21
EU	RU	4	29150001	29200000	-0.0040011178894576	15
EU	RU	4	29200001	29250000	0.0150704361905717	14
EU	RU	4	29250001	29300000	0.0111365164924674	16
EU	RU	4	29300001	29350000	-0.0229363554105012	11
EU	RU	4	29350001	29400000	0.0034225529268309	30
EU	RU	4	29400001	29450000	0.004978822888832	50
EU	RU	4	29450001	29500000	0.0128025865376119	25
EU	RU	4	29500001	29550000	0.0011746313575008	25
EU	RU	4	29550001	29600000	0.0064907095427246	32
EU	RU	4	29600001	29650000	0.0010570037438457	41
EU	RU	4	29650001	29700000	0.0105195077979444	30
EU	RU	4	29700001	29750000	0.0258396568486083	20
EU	RU	4	29750001	29800000	0.0070709122820185	13
EU	RU	4	29800001	29850000	-0.02962551452518	12
EU	RU	4	29850001	29900000	0.035107311581752	24
EU	RU	4	29900001	29950000	-0.0269539963673627	16
EU	RU	4	29950001	30000000	-0.0027429672814885	26
EU	RU	4	30000001	30050000	-0.0037682822299313	41
EU	RU	4	30050001	30100000	0.0096902203959269	43
EU	RU	4	30100001	30150000	0.0014363933429137	38
EU	RU	4	30150001	30200000	0.0137242390487246	18
EU	RU	4	30200001	30250000	0.0137004397926961	22
EU	RU	4	30250001	30300000	-0.0146144815381037	34
EU	RU	4	30300001	30350000	0.0165072570706762	24
EU	RU	4	30350001	30400000	0.0035042561216248	26
EU	RU	4	30400001	30450000	0.0039106649132508	28
EU	RU	4	30450001	30500000	0.0216188691418343	23
EU	RU	4	30500001	30550000	-0.0105458903815522	16
EU	RU	4	30550001	30600000	0.0079220906469375	20
EU	RU	4	30600001	30650000	0.0343358857246857	14
EU	RU	4	30650001	30700000	0.023277318187547	22
EU	RU	4	30700001	30750000	-0.00334047341339	17
EU	RU	4	30750001	30800000	-0.0055342383514776	11
EU	RU	4	30800001	30850000	0.0540788751955078	16
EU	RU	4	30850001	30900000	-0.0353506006484274	16
EU	RU	4	30900001	30950000	-0.0085184139785978	22
EU	RU	4	30950001	31000000	-0.0196948225329487	22
EU	RU	4	31000001	31050000	-0.022155878016076	27
EU	RU	4	31050001	31100000	0.0029721061683897	47
EU	RU	4	31100001	31150000	0.0148691175839018	27
EU	RU	4	31150001	31200000	0.0160114907580424	27
EU	RU	4	31200001	31250000	-0.0080258763533498	11
EU	RU	4	31250001	31300000	0.0021970227218695	18
EU	RU	4	31300001	31350000	0.0138522750368031	18
EU	RU	4	31350001	31400000	0.0106445231464289	25
EU	RU	4	31400001	31450000	-0.0002412122044653	14
EU	RU	4	31450001	31500000	-0.0052103675056148	15
EU	RU	4	31500001	31550000	-0.0100212010076536	16
EU	RU	4	31550001	31600000	0.005814297682975	21
EU	RU	4	31600001	31650000	0.0070752807006965	31
EU	RU	4	31650001	31700000	0.0208122047880817	41
EU	RU	4	31700001	31750000	0.0007865835055111	26
EU	RU	4	31750001	31800000	-0.007912381942078	20
EU	RU	4	31800001	31850000	0.0187591345391521	18
EU	RU	4	31850001	31900000	-0.0150997299258127	29
EU	RU	4	31900001	31950000	0.0177686058243837	52
EU	RU	4	31950001	32000000	-0.0017314617157035	45
EU	RU	4	32000001	32050000	-0.0008024233379215	32
EU	RU	4	32050001	32100000	-0.0033203520468724	18
EU	RU	4	32100001	32150000	-0.0087742883084036	42
EU	RU	4	32150001	32200000	0.0013388842704607	29
EU	RU	4	32200001	32250000	0.0140380396038237	46
EU	RU	4	32250001	32300000	0.0038583829146209	61
EU	RU	4	32300001	32350000	0.0022526871148763	83
EU	RU	4	32350001	32400000	-0.0186172684494343	36
EU	RU	4	32400001	32450000	-0.0011869031923161	38
EU	RU	4	32450001	32500000	-0.01392892182214	26
EU	RU	4	32500001	32550000	0.0097685517545544	29
EU	RU	4	32550001	32600000	0.0214669945147015	34
EU	RU	4	32600001	32650000	0.0292967876281351	26
EU	RU	4	32650001	32700000	0.0031080038151887	36
EU	RU	4	32700001	32750000	0.0112967858460246	40
EU	RU	4	32750001	32800000	0.0173897075822711	51
EU	RU	4	32800001	32850000	0.0108906471479534	56
EU	RU	4	32850001	32900000	0.0189914506901664	23
EU	RU	4	32900001	32950000	0.0118100133199015	30
EU	RU	4	32950001	33000000	-0.0081782177311761	24
EU	RU	4	33000001	33050000	0.0275637432088079	15
EU	RU	4	33050001	33100000	-0.0002429352810728	14
EU	RU	4	33100001	33150000	0.0157551308334845	28
EU	RU	4	33150001	33200000	0.0127780458596876	41
EU	RU	4	33200001	33250000	0.0142860417422774	65
EU	RU	4	33250001	33300000	-0.0213259825973208	42
EU	RU	4	33300001	33350000	0.0079281476574614	21
EU	RU	4	33350001	33400000	0.010530556536448	21
EU	RU	4	33400001	33450000	0.0102534871029339	14
EU	RU	4	33450001	33500000	0.0061323931322199	22
EU	RU	4	33500001	33550000	-0.0171017234183669	22
EU	RU	4	33550001	33600000	0.0134569910829065	24
EU	RU	4	33600001	33650000	0.0327387925689715	21
EU	RU	4	33650001	33700000	-0.0019400202290008	13
EU	RU	4	33700001	33750000	0.0044010504808499	20
EU	RU	4	33750001	33800000	-0.0251231644331714	17
EU	RU	4	33800001	33850000	-0.0180199804526599	19
EU	RU	4	33850001	33900000	0.0350406782768351	29
EU	RU	4	33900001	33950000	-0.0084538595079509	25
EU	RU	4	33950001	34000000	0.0453110471053359	30
EU	RU	4	34000001	34050000	-0.0079718218750425	25
EU	RU	4	34050001	34100000	0.0186325882942068	25
EU	RU	4	34100001	34150000	-0.0144155288651446	30
EU	RU	4	34150001	34200000	0.0206288831706493	15
EU	RU	4	34200001	34250000	0.0005458267434002	30
EU	RU	4	34250001	34300000	0.0262355998888513	9
EU	RU	4	34300001	34350000	0.0086333372279741	22
EU	RU	4	34350001	34400000	0.0233560287276125	18
EU	RU	4	34400001	34450000	0.0154035885522252	12
EU	RU	4	34450001	34500000	0.0005153725005105	16
EU	RU	4	34500001	34550000	0.0267689572964135	16
EU	RU	4	34550001	34600000	-0.0014318591221738	26
EU	RU	4	34600001	34650000	0.0199080748225286	12
EU	RU	4	34650001	34700000	0.0344904719905306	23
EU	RU	4	34700001	34750000	0.0051268365562513	16
EU	RU	4	34750001	34800000	0.0053396004259685	20
EU	RU	4	34800001	34850000	-0.0171722060216099	28
EU	RU	4	34850001	34900000	0.0031330692493658	31
EU	RU	4	34900001	34950000	0.0038414340922809	48
EU	RU	4	34950001	35000000	0.0134987393924781	23
EU	RU	4	35000001	35050000	0.0093718261667359	24
EU	RU	4	35050001	35100000	0.0007677854098791	28
EU	RU	4	35100001	35150000	0.0023394473466211	49
EU	RU	4	35150001	35200000	-0.0031754544769091	44
EU	RU	4	35200001	35250000	0.0041436034887606	43
EU	RU	4	35250001	35300000	0.0016854209701053	42
EU	RU	4	35300001	35350000	-0.0090995620517815	47
EU	RU	4	35350001	35400000	-0.0001377109310527	44
EU	RU	4	35400001	35450000	0.0201809932118469	30
EU	RU	4	35450001	35500000	0.0242247709505753	32
EU	RU	4	35500001	35550000	-0.0098349079181679	29
EU	RU	4	35550001	35600000	-0.0063019709940416	30
EU	RU	4	35600001	35650000	0.0013595869866058	47
EU	RU	4	35650001	35700000	0.0114261000255289	17
EU	RU	4	35700001	35750000	0.1081565150611539	3
EU	RU	4	35750001	35800000	0.020576004322409	20
EU	RU	4	35800001	35850000	0.0063309567826717	52
EU	RU	4	35850001	35900000	0.0065776288790755	53
EU	RU	4	35900001	35950000	0.0080530077630154	61
EU	RU	4	35950001	36000000	0.0161121620261725	24
EU	RU	4	36000001	36050000	-0.0122269059191923	15
EU	RU	4	36050001	36100000	0.0002117684326939	32
EU	RU	4	36100001	36150000	0.0166455232438362	23
EU	RU	4	36150001	36200000	0.009256798468924	10
EU	RU	4	36200001	36250000	0.0423590713991759	26
EU	RU	4	36250001	36300000	0.0014400007158369	21
EU	RU	4	36300001	36350000	0.0088836023122781	41
EU	RU	4	36350001	36400000	0.0092544141339903	26
EU	RU	4	36400001	36450000	-0.0050627882143552	49
EU	RU	4	36450001	36500000	0.0082749736477762	51
EU	RU	4	36500001	36550000	0.0109534553402025	37
EU	RU	4	36550001	36600000	-0.0078558993226965	43
EU	RU	4	36600001	36650000	0.007514935824287	56
EU	RU	4	36650001	36700000	-0.0094138469470276	37
EU	RU	4	36700001	36750000	-0.0021936395016129	35
EU	RU	4	36750001	36800000	-0.0118274412574773	27
EU	RU	4	36800001	36850000	0.0525465507175675	22
EU	RU	4	36850001	36900000	0.005120846855861	36
EU	RU	4	36900001	36950000	-0.0112172247306956	39
EU	RU	4	36950001	37000000	-0.0060400698796239	15
EU	RU	4	37000001	37050000	0.000725984775688	35
EU	RU	4	37050001	37100000	0.0167839028157163	39
EU	RU	4	37100001	37150000	-0.0150595140790232	43
EU	RU	4	37150001	37200000	-0.0105160611783087	47
EU	RU	4	37200001	37250000	0.0059504183156222	44
EU	RU	4	37250001	37300000	-0.001244493026104	65
EU	RU	4	37300001	37350000	-0.0096619335206768	63
EU	RU	4	37350001	37400000	-0.0064405465792705	52
EU	RU	4	37400001	37450000	-0.0159044912534597	19
EU	RU	4	37450001	37500000	0.0231508841383823	33
EU	RU	4	37500001	37550000	0.0121456423766797	38
EU	RU	4	37550001	37600000	-0.0137418932113857	45
EU	RU	4	37600001	37650000	-0.0116481082551922	43
EU	RU	4	37650001	37700000	-0.0184691458978462	36
EU	RU	4	37700001	37750000	-0.0021080828489679	16
EU	RU	4	37750001	37800000	-0.0019241227944642	81
EU	RU	4	37800001	37850000	-0.0019322060505342	68
EU	RU	4	37850001	37900000	-0.0072155296106753	54
EU	RU	4	37900001	37950000	-0.0042773048097627	70
EU	RU	4	37950001	38000000	0.0209050692146269	77
EU	RU	4	38000001	38050000	8.458237119424632e-05	60
EU	RU	4	38050001	38100000	0.0046547855402397	68
EU	RU	4	38100001	38150000	0.0271842105790828	65
EU	RU	4	38150001	38200000	-0.0128395361527764	36
EU	RU	4	38200001	38250000	-0.0053053576684732	24
EU	RU	4	38250001	38300000	0.0207636457687351	33
EU	RU	4	38300001	38350000	-0.0041326748391351	58
EU	RU	4	38350001	38400000	0.0208763790537632	49
EU	RU	4	38400001	38450000	0.013596271268655	39
EU	RU	4	38450001	38500000	-0.0121901565763338	32
EU	RU	4	38500001	38550000	-0.0015314479673355	35
EU	RU	4	38550001	38600000	0.0036067648419665	35
EU	RU	4	38600001	38650000	-0.0119299818618376	22
EU	RU	4	38650001	38700000	0.0240413493529192	33
EU	RU	4	38700001	38750000	0.0131398017479847	41
EU	RU	4	38750001	38800000	-0.0033937319864678	67
EU	RU	4	38800001	38850000	-0.0007496457712499	84
EU	RU	4	38850001	38900000	0.0092753178580758	53
EU	RU	4	38900001	38950000	0.0155100231503067	48
EU	RU	4	38950001	39000000	0.018870993543646	29
EU	RU	4	39000001	39050000	0.0164487102114264	17
EU	RU	4	39050001	39100000	0.0051616521896319	61
EU	RU	4	39100001	39150000	-0.010610080914122	47
EU	RU	4	39150001	39200000	-0.0185840472353085	33
EU	RU	4	39200001	39250000	-0.0107914318329426	63
EU	RU	4	39250001	39300000	-0.0012885767373242	43
EU	RU	4	39300001	39350000	0.0093941712768119	52
EU	RU	4	39350001	39400000	-0.0002453455000897	57
EU	RU	4	39400001	39450000	-0.0061449969248339	50
EU	RU	4	39450001	39500000	-0.0023060797108421	58
EU	RU	4	39500001	39550000	-0.0024952222075879	67
EU	RU	4	39550001	39600000	0.0073297787630868	61
EU	RU	4	39600001	39650000	-0.00327865273677	63
EU	RU	4	39650001	39700000	0.0118579550470692	58
EU	RU	4	39700001	39750000	2.091161505825644e-05	56
EU	RU	4	39750001	39800000	0.0076700384884052	71
EU	RU	4	39800001	39850000	0.0170839028366679	46
EU	RU	4	39850001	39900000	0.003370026016661	77
EU	RU	4	39900001	39950000	0.0087277483150886	64
EU	RU	4	39950001	40000000	-0.0105218511454423	61
EU	RU	4	40000001	40050000	0.0087479617960914	50
EU	RU	4	40050001	40100000	0.0081809821708892	37
EU	RU	4	40100001	40150000	-0.0141095770100164	22
EU	RU	4	40150001	40200000	-9.211854632934852e-05	64
EU	RU	4	40200001	40250000	0.0025967502544311	28
EU	RU	4	40250001	40300000	0.0033272751553285	54
EU	RU	4	40300001	40350000	0.0058975572131882	50
EU	RU	4	40350001	40400000	-0.0107050431561801	22
EU	RU	4	40400001	40450000	0.022595440058667	32
EU	RU	4	40450001	40500000	-0.0109197277417222	35
EU	RU	4	40500001	40550000	0.0155600507404518	44
EU	RU	4	40550001	40600000	-0.0093374138626246	31
EU	RU	4	40600001	40650000	0.0037544721193964	22
EU	RU	4	40650001	40700000	-0.0037084789199302	38
EU	RU	4	40700001	40750000	-0.0032703721087909	33
EU	RU	4	40750001	40800000	-0.0014638836055341	48
EU	RU	4	40800001	40850000	0.025512415181049	47
EU	RU	4	40850001	40900000	0.0212102618950792	59
EU	RU	4	40900001	40950000	0.0076737698262785	53
EU	RU	4	40950001	41000000	0.0081374465668549	44
EU	RU	4	41000001	41050000	0.0064988447349417	58
EU	RU	4	41050001	41100000	6.752677258530966e-05	75
EU	RU	4	41100001	41150000	0.0039426661920153	39
EU	RU	4	41150001	41200000	0.0024299834208675	47
EU	RU	4	41200001	41250000	-0.0072766491338442	41
EU	RU	4	41250001	41300000	-0.0001158139765229	48
EU	RU	4	41300001	41350000	-0.0010028183668965	74
EU	RU	4	41350001	41400000	0.006458947900798	51
EU	RU	4	41400001	41450000	0.0053341887357544	59
EU	RU	4	41450001	41500000	0.0079369588690633	58
EU	RU	4	41500001	41550000	-0.0004588747084865	51
EU	RU	4	41550001	41600000	0.0091774054107773	75
EU	RU	4	41600001	41650000	0.003064198298114	33
EU	RU	4	41650001	41700000	0.002624373066957	20
EU	RU	4	41700001	41750000	0.0008680537411812	43
EU	RU	4	41750001	41800000	-0.0034851351301184	50
EU	RU	4	41800001	41850000	0.0076696488868225	41
EU	RU	4	41850001	41900000	0.0085487408019737	64
EU	RU	4	41900001	41950000	0.0103447661882483	53
EU	RU	4	41950001	42000000	0.0173952355604002	60
EU	RU	4	42000001	42050000	0.0166874079474187	63
EU	RU	4	42050001	42100000	0.0029647695951824	37
EU	RU	4	42100001	42150000	0.0098513515522957	41
EU	RU	4	42150001	42200000	0.0043833031212141	47
EU	RU	4	42200001	42250000	0.0088879076900576	28
EU	RU	4	42250001	42300000	0.0007551825928107	42
EU	RU	4	42300001	42350000	0.0119047775272814	65
EU	RU	4	42350001	42400000	0.0013095774269168	44
EU	RU	4	42400001	42450000	-0.0074391646617745	37
EU	RU	4	42450001	42500000	0.0075751764493412	49
EU	RU	4	42500001	42550000	0.0081429077489179	47
EU	RU	4	42550001	42600000	0.0021905448946722	31
EU	RU	4	42600001	42650000	-0.0008190059782069	38
EU	RU	4	42650001	42700000	0.022022675181316	52
EU	RU	4	42700001	42750000	0.0012866446094112	59
EU	RU	4	42750001	42800000	-0.0007365589335363	23
EU	RU	4	42800001	42850000	-0.0056653151718795	25
EU	RU	4	42850001	42900000	-0.0087096744115403	39
EU	RU	4	42900001	42950000	-0.0101363013916561	44
