pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
EU	3	5050001	5100000	0.420466622443812	99	58949	140199	1470
RU	3	5050001	5100000	0.4226234040822965	99	5197	12297	2850
RU	3	5100001	5150000	0.4211323612952092	88	4448	10562	2902
EU	3	5100001	5150000	0.4029502358263548	88	50235	124668	1260
EU	3	5150001	5200000	0.4062449386673031	83	47657	117311	1462
RU	3	5150001	5200000	0.3670732936787982	83	3641	9919	2780
EU	3	5200001	5250000	0.3891088254747275	74	40593	104323	1571
RU	3	5200001	5250000	0.375099397932523	74	3302	8803	2519
RU	3	5250001	5300000	0.3838670067063379	90	4064	10587	3183
EU	3	5250001	5300000	0.4020742237446526	90	50942	126698	2092
RU	3	5300001	5350000	0.4138252668670328	75	3993	9649	1826
EU	3	5300001	5350000	0.4114213197969543	75	43767	106380	945
EU	3	5350001	5400000	0.3850253892457208	84	45798	118948	1256
RU	3	5350001	5400000	0.3497089868797474	84	3545	10137	2715
RU	3	5400001	5450000	0.3942395149065184	78	3901	9895	2039
EU	3	5400001	5450000	0.4032033426183844	78	44583	110572	1046
EU	3	5450001	5500000	0.4094378846517284	86	49829	121701	1365
RU	3	5450001	5500000	0.3782997089230152	86	3769	9963	3195
EU	3	5500001	5550000	0.4061777993613232	96	55202	135906	1470
RU	3	5500001	5550000	0.3916305133767173	96	4333	11064	3624
RU	3	5550001	5600000	0.4286438101672015	97	5076	11842	2999
EU	3	5550001	5600000	0.4140582936802433	97	56909	137442	1365
RU	3	5600001	5650000	0.418426103646833	100	4578	10941	4359
EU	3	5600001	5650000	0.4189098967285538	100	58980	140794	2306
EU	3	5650001	5700000	0.4158496943359459	82	48229	115977	1365
RU	3	5650001	5700000	0.4205991383628895	82	4198	9981	2565
EU	3	5700001	5750000	0.4112278744292376	117	67816	164911	2516
RU	3	5700001	5750000	0.4014466546112116	117	5328	13272	4629
EU	3	5750001	5800000	0.4118068501663194	98	56329	136785	3453
RU	3	5750001	5800000	0.4019971721456345	98	4549	11316	3678
RU	3	5800001	5850000	0.4066257462372824	96	4836	11893	2795
EU	3	5800001	5850000	0.4102084113315862	96	55879	136221	1155
RU	3	5850001	5900000	0.3735515348648099	89	3675	9838	3779
EU	3	5850001	5900000	0.3949534173897758	89	49430	125154	2205
EU	3	5900001	5950000	0.4127779055843611	120	69977	169527	2193
RU	3	5900001	5950000	0.405489122604812	120	5629	13882	4478
RU	3	5950001	6000000	0.4087888353547101	104	4921	12038	3874
EU	3	5950001	6000000	0.4083618768009568	104	60088	147144	1680
RU	3	6000001	6050000	0.4044444444444444	141	6279	15525	6048
EU	3	6000001	6050000	0.3819961234471192	141	76073	199146	2625
RU	3	6050001	6100000	0.4347751014417681	100	5036	11583	3717
EU	3	6050001	6100000	0.4219464588468278	100	59232	140378	2722
EU	3	6100001	6150000	0.4122863741339492	146	84797	205675	3251
RU	3	6100001	6150000	0.4118712391190045	146	7050	17117	5221
RU	3	6150001	6200000	0.412505537624201	136	6518	15801	5007
EU	3	6150001	6200000	0.4010238287035834	136	77163	192415	2201
RU	3	6200001	6250000	0.4250409024369241	100	4936	11613	3687
EU	3	6200001	6250000	0.4040558205264087	100	57184	141525	1575
RU	3	6250001	6300000	0.4177731312075274	88	3996	9565	3899
EU	3	6250001	6300000	0.4077490180928466	88	50662	124248	1680
EU	3	6300001	6350000	0.3671764530773238	76	39470	107496	1260
RU	3	6300001	6350000	0.3684498413740291	76	3368	9141	2487
RU	3	6350001	6400000	0.38698224852071	63	2943	7605	2034
EU	3	6350001	6400000	0.3843377275580665	63	34286	89208	945
EU	3	6400001	6450000	0.419999542658526	31	18367	43731	630
RU	3	6400001	6450000	0.4064610866372981	31	1384	3405	1338
EU	3	6450001	6500000	0.3696560753310841	42	22023	59577	525
RU	3	6450001	6500000	0.3700376096949436	42	1771	4786	1640
RU	3	6500001	6550000	0.3673989799921537	40	1873	5098	1022
EU	3	6500001	6550000	0.3826335027190871	40	21460	56085	1155
RU	3	6550001	6600000	0.392209795603548	46	2034	5186	1852
EU	3	6550001	6600000	0.404940775222381	46	26358	65091	735
EU	3	6600001	6650000	0.4322656341663733	60	36842	85230	630
RU	3	6600001	6650000	0.4158878504672897	60	2937	7062	2118
EU	3	6650001	6700000	0.3949443543425983	38	21186	53643	735
RU	3	6650001	6700000	0.4212234706616729	38	1687	4005	1809
RU	3	6700001	6750000	0.421634121274409	74	3282	7784	3538
EU	3	6700001	6750000	0.4236036920470842	74	44012	103899	1995
RU	3	6750001	6800000	0.4403911244828883	24	1171	2659	1013
EU	3	6750001	6800000	0.414728799684686	24	13679	32983	1361
EU	3	6800001	6850000	0.4593341761483354	7	4360	9492	525
RU	3	6800001	6850000	0.4138418079096045	7	293	708	363
EU	3	6850001	6900000	0.3434559752843701	21	9783	28484	1567
RU	3	6850001	6900000	0.3745421245421245	21	818	2184	1029
EU	3	6900001	6950000	0.3571379083382409	41	20619	57734	937
RU	3	6900001	6950000	0.3247607655502392	41	1629	5016	1257
RU	3	6950001	7000000	0.3949654711517041	44	1773	4489	2243
EU	3	6950001	7000000	0.4269430731635314	44	26032	60973	1991
EU	3	7000001	7050000	0.4102588953636286	59	33864	82543	1886
RU	3	7000001	7050000	0.416678880257951	59	2843	6823	2204
RU	3	7050001	7100000	0.3833097595473833	25	1084	2828	997
EU	3	7050001	7100000	0.4218166014776184	25	14559	34515	1260
EU	3	7100001	7150000	NA	0	NA	NA	NA
RU	3	7100001	7150000	NA	0	NA	NA	NA
RU	3	7150001	7200000	NA	0	NA	NA	NA
EU	3	7150001	7200000	NA	0	NA	NA	NA
RU	3	7200001	7250000	NA	0	NA	NA	NA
EU	3	7200001	7250000	NA	0	NA	NA	NA
RU	3	7250001	7300000	NA	0	NA	NA	NA
EU	3	7250001	7300000	NA	0	NA	NA	NA
RU	3	7300001	7350000	NA	0	NA	NA	NA
EU	3	7300001	7350000	NA	0	NA	NA	NA
EU	3	7350001	7400000	NA	0	NA	NA	NA
RU	3	7350001	7400000	NA	0	NA	NA	NA
EU	3	7400001	7450000	0.5085527580242168	4	2646	5203	521
RU	3	7400001	7450000	0.521505376344086	4	194	372	240
EU	3	7450001	7500000	0.463855421686747	2	1232	2656	206
RU	3	7450001	7500000	0.5159817351598174	2	113	219	87
EU	3	7500001	7550000	NA	0	NA	NA	NA
RU	3	7500001	7550000	NA	0	NA	NA	NA
EU	3	7550001	7600000	NA	0	NA	NA	NA
RU	3	7550001	7600000	NA	0	NA	NA	NA
EU	3	7600001	7650000	0.3823529411764705	1	507	1326	105
RU	3	7600001	7650000	0.4395604395604395	1	40	91	62
EU	3	7650001	7700000	0.4255502165272587	24	14347	33714	630
RU	3	7650001	7700000	0.4253872308273517	24	1126	2647	1025
RU	3	7700001	7750000	0.4119351100811124	72	3555	8630	2386
EU	3	7700001	7750000	0.4014223162596609	72	40980	102087	945
RU	3	7750001	7800000	0.4037399065023374	54	2850	7059	1203
EU	3	7750001	7800000	0.4006175976234218	54	30747	76749	525
RU	3	7800001	7850000	0.404474829086389	71	3254	8045	2818
EU	3	7800001	7850000	0.4166218664755192	71	41848	100446	1155
EU	3	7850001	7900000	0.395669016542193	82	45350	114616	2726
RU	3	7850001	7900000	0.4055766793409379	82	3520	8679	3867
EU	3	7900001	7950000	0.4117068602200889	106	61544	149485	2201
RU	3	7900001	7950000	0.3977207036088859	106	4816	12109	4109
EU	3	7950001	8000000	0.433615559236763	92	56540	130392	1260
RU	3	7950001	8000000	0.4400884955752212	92	4973	11300	2776
RU	3	8000001	8050000	0.3978791400348634	109	5478	13768	2909
EU	3	8000001	8050000	0.3914880361349609	109	60324	154089	1890
RU	3	8050001	8100000	0.3506052064334273	98	4229	12062	2932
EU	3	8050001	8100000	0.3813562377851337	98	52880	138663	1575
EU	3	8100001	8150000	0.4010930098058965	109	61723	153887	2092
RU	3	8100001	8150000	0.3965984717771753	109	4827	12171	4506
EU	3	8150001	8200000	0.3988849770260939	83	46792	117307	1466
RU	3	8150001	8200000	0.3930348258706467	83	3555	9045	3654
RU	3	8200001	8250000	0.3678234108033535	77	3466	9423	2358
EU	3	8200001	8250000	0.3874584183345279	77	42164	108822	1365
EU	3	8250001	8300000	0.3903974670388766	59	32305	82749	1680
RU	3	8250001	8300000	0.3780068728522336	59	2530	6693	2334
RU	3	8300001	8350000	0.3979763912310287	40	1652	4151	1969
EU	3	8300001	8350000	0.3920508744038156	40	22194	56610	630
RU	3	8350001	8400000	0.3560074466561649	56	2486	6983	1585
EU	3	8350001	8400000	0.3679949558638083	56	29182	79300	836
RU	3	8400001	8450000	0.3695831273685945	55	2243	6069	2346
EU	3	8400001	8450000	0.3674091290593324	55	28454	77445	1260
RU	3	8450001	8500000	0.3883829184375632	46	1919	4941	2097
EU	3	8450001	8500000	0.3866894040650781	46	25170	65091	735
EU	3	8500001	8550000	0.3904483965108592	88	48432	124042	1886
RU	3	8500001	8550000	0.3872415138509559	88	3970	10252	3212
EU	3	8550001	8600000	0.3580875627302168	58	28970	80902	2096
RU	3	8550001	8600000	0.3438271604938271	58	2228	6480	2394
RU	3	8600001	8650000	0.3791144771337023	62	2603	6866	2620
EU	3	8600001	8650000	0.3729224810616848	62	32737	87785	937
RU	3	8650001	8700000	0.3997734994337485	45	2118	5298	1587
EU	3	8650001	8700000	0.4129594721960414	45	26289	63660	735
RU	3	8700001	8750000	0.360941263664999	49	1948	5397	2100
EU	3	8700001	8750000	0.3776563448694596	49	26124	69174	945
EU	3	8750001	8800000	0.3793825867274631	69	36942	97374	1365
RU	3	8750001	8800000	0.3522095792537708	69	2662	7558	2999
EU	3	8800001	8850000	0.3914710439097095	72	39923	101982	1050
RU	3	8800001	8850000	0.3868852459016393	72	3422	8845	2171
RU	3	8850001	8900000	0.4251435864709636	75	3331	7835	3640
EU	3	8850001	8900000	0.4165156662891657	75	44134	105960	1365
RU	3	8900001	8950000	0.3763012031904826	124	5567	14794	4178
EU	3	8900001	8950000	0.4090708888418572	124	71515	174823	2621
RU	3	8950001	9000000	0.3976401179941003	61	2696	6780	2553
EU	3	8950001	9000000	0.4162820557309921	61	35988	86451	840
EU	3	9000001	9050000	0.3769058939257316	69	36783	97592	1147
RU	3	9000001	9050000	0.3876291257243638	69	3077	7938	2619
EU	3	9050001	9100000	0.4117659437903132	67	39133	95037	840
RU	3	9050001	9100000	0.4163419386264004	67	3419	8212	2039
RU	3	9100001	9150000	0.4030539772727273	73	3405	8448	2721
EU	3	9100001	9150000	0.4105194259644598	73	42022	102363	2100
EU	3	9150001	9200000	0.4104100045156712	77	44534	108511	1676
RU	3	9150001	9200000	0.4038757982823167	77	3668	9082	2699
RU	3	9200001	9250000	0.3912928410745004	65	2957	7557	2388
EU	3	9200001	9250000	0.3963531460918789	65	36409	91860	1155
RU	3	9250001	9300000	0.3817550180133813	68	2967	7772	2632
EU	3	9250001	9300000	0.3892839373082345	68	37555	96472	836
EU	3	9300001	9350000	0.3773029783350902	45	23981	63559	836
RU	3	9300001	9350000	0.3880916684514885	45	1812	4669	2216
EU	3	9350001	9400000	0.3796092812554772	53	28156	74171	1672
RU	3	9350001	9400000	0.3713229384343353	53	2310	6221	1888
RU	3	9400001	9450000	0.4089167537443399	72	3522	8613	2403
EU	3	9400001	9450000	0.3989107699593512	72	40432	101356	1676
EU	3	9450001	9500000	0.3854971468969348	70	38170	99015	1155
RU	3	9450001	9500000	0.3710562414266118	70	3246	8748	1962
EU	3	9500001	9550000	0.3989578582189603	51	28865	72351	630
RU	3	9500001	9550000	0.3828202581926514	51	2313	6042	1761
RU	3	9550001	9600000	0.3588349514563106	65	2772	7725	2220
EU	3	9550001	9600000	0.3752427714129842	65	34391	91650	1365
EU	3	9600001	9650000	0.3999637858679675	67	37551	93886	1991
RU	3	9600001	9650000	0.4	67	2938	7345	2906
EU	3	9650001	9700000	0.3898458005249344	52	28518	73152	1260
RU	3	9650001	9700000	0.3749601275917065	52	2351	6270	1686
RU	3	9700001	9750000	0.4029376135675348	57	2661	6604	2117
EU	3	9700001	9750000	0.4100793581798537	57	33020	80521	1046
RU	3	9750001	9800000	0.4190224570673712	35	1586	3785	1570
EU	3	9750001	9800000	0.4107801418439716	35	20272	49350	735
EU	3	9800001	9850000	0.3813954192006293	47	25211	66102	1155
RU	3	9800001	9850000	0.3571841851494696	47	1852	5185	2006
RU	3	9850001	9900000	0.341718152397764	60	2323	6798	2382
EU	3	9850001	9900000	0.3622360987213797	60	30455	84075	1785
EU	3	9900001	9950000	0.4071389119027893	41	23588	57936	735
RU	3	9900001	9950000	0.3901491927243	41	1909	4893	1380
EU	3	9950001	10000000	0.3759876282862364	50	26744	71130	420
RU	3	9950001	10000000	0.3779411764705882	50	2313	6120	1530
EU	3	10000001	10050000	0.3606025074411473	47	23988	66522	735
RU	3	10000001	10050000	0.3558630477204186	47	2006	5637	1554
RU	3	10050001	10100000	0.3932005494505494	26	1145	2912	1066
EU	3	10050001	10100000	0.3968718657667182	26	14641	36891	315
EU	3	10100001	10150000	0.4103753690425981	25	14595	35565	210
RU	3	10100001	10150000	0.4069421487603306	25	1231	3025	800
RU	3	10150001	10200000	0.3059701492537313	33	1148	3752	1297
EU	3	10150001	10200000	0.3463007767732077	33	16317	47118	105
EU	3	10200001	10250000	0.4347939781090066	19	11639	26769	420
RU	3	10200001	10250000	0.4342166434216643	19	934	2151	756
EU	3	10250001	10300000	0.4053331370817388	58	33046	81528	1470
RU	3	10250001	10300000	0.3762904948380206	58	2114	5618	3256
RU	3	10300001	10350000	0.3972737492973581	59	2827	7116	1911
EU	3	10300001	10350000	0.4076349959273633	59	34031	83484	945
RU	3	10350001	10400000	0.3814627994955863	39	1815	4758	1209
EU	3	10350001	10400000	0.4057336867714877	39	22347	55078	731
EU	3	10400001	10450000	0.3971098351218504	48	26903	67747	941
RU	3	10400001	10450000	0.4012982689747004	48	2411	6008	1336
RU	3	10450001	10500000	0.3844451729224717	100	4691	12202	3098
EU	3	10450001	10500000	0.4121071012805588	100	58410	141735	1365
EU	3	10500001	10550000	0.3752132308001058	78	41132	109623	1995
RU	3	10500001	10550000	0.3429747589643592	78	3166	9231	2703
EU	3	10550001	10600000	0.3935334188101281	81	45119	114651	1260
RU	3	10550001	10600000	0.3724530563324011	81	3729	10012	2381
RU	3	10600001	10650000	0.3853407090771938	124	6130	15908	3064
EU	3	10600001	10650000	0.3811711202143645	124	66716	175029	2415
RU	3	10650001	10700000	0.3675886420479623	109	4997	13594	3083
EU	3	10650001	10700000	0.3866334190498454	109	59540	153996	1983
EU	3	10700001	10750000	0.3727072003573975	82	43382	116397	945
RU	3	10700001	10750000	0.3587112661604761	82	3496	9746	2800
EU	3	10750001	10800000	0.4050455397605657	48	27439	67743	945
RU	3	10750001	10800000	0.405261221486387	48	2203	5436	1908
EU	3	10800001	10850000	0.3782067478565533	42	22453	59367	735
RU	3	10800001	10850000	0.3674598782512451	42	1992	5421	1005
EU	3	10850001	10900000	0.3437665470377125	36	17529	50991	525
RU	3	10850001	10900000	0.3206040992448759	36	1486	4635	873
RU	3	10900001	10950000	0.3852459016393442	2	94	244	62
EU	3	10900001	10950000	0.4004524886877828	2	1062	2652	210
EU	3	10950001	11000000	NA	0	NA	NA	NA
RU	3	10950001	11000000	NA	0	NA	NA	NA
EU	3	11000001	11050000	NA	0	NA	NA	NA
RU	3	11000001	11050000	NA	0	NA	NA	NA
RU	3	11050001	11100000	0.1081081081081081	2	16	148	158
EU	3	11050001	11100000	0.2970632530120481	2	789	2656	206
EU	3	11100001	11150000	0.3454351858212544	21	10057	29114	937
RU	3	11100001	11150000	0.327485380116959	21	616	1881	1332
RU	3	11150001	11200000	0.4037433155080214	6	151	374	544
EU	3	11150001	11200000	0.4220909944973829	6	3145	7451	1135
EU	3	11200001	11250000	0.370102977389747	13	6613	17868	735
RU	3	11200001	11250000	0.4147768836869056	13	567	1367	622
EU	3	11250001	11300000	0.3671818452761102	17	8624	23487	840
RU	3	11250001	11300000	0.3864285714285714	17	541	1400	1201
RU	3	11300001	11350000	0.4328147100424328	18	612	1414	1340
EU	3	11300001	11350000	0.4078257689650969	18	10037	24611	1147
RU	3	11350001	11400000	0.3883123103943797	49	2432	6263	1234
EU	3	11350001	11400000	0.3989231946188599	49	27637	69279	840
EU	3	11400001	11450000	0.4046234273260867	53	30263	74793	1050
RU	3	11400001	11450000	0.4045882710422364	53	2663	6582	1527
EU	3	11450001	11500000	0.400719306849763	65	36768	91755	1260
RU	3	11450001	11500000	0.3933450561341809	65	2908	7393	2552
EU	3	11500001	11550000	0.3915887117334432	72	39935	101982	1050
RU	3	11500001	11550000	0.3825555555555555	72	3443	9000	2016
EU	3	11550001	11600000	0.4137266977526223	72	42323	102297	735
RU	3	11550001	11600000	0.4048275101950843	72	3673	9073	1943
RU	3	11600001	11650000	0.3784711053929452	80	3530	9327	2913
EU	3	11600001	11650000	0.3879654490214089	80	43927	113224	1256
EU	3	11650001	11700000	0.3881022248306034	66	36371	93715	731
RU	3	11650001	11700000	0.3956440406199893	66	2961	7484	2614
RU	3	11700001	11750000	0.3519986506999494	51	2087	5929	1874
EU	3	11700001	11750000	0.3635452343162643	51	26112	71826	1155
EU	3	11750001	11800000	0.3810920262533165	56	30019	78771	1365
RU	3	11750001	11800000	0.377422856256784	56	2434	6449	2119
EU	3	11800001	11850000	0.4156176274605147	79	46156	111054	1995
RU	3	11800001	11850000	0.4003225806451613	79	3723	9300	2787
EU	3	11850001	11900000	0.4002499708720382	67	37788	94411	1466
RU	3	11850001	11900000	0.3682799131656238	67	2884	7831	2420
RU	3	11900001	11950000	0.393261690386291	64	2708	6886	2906
EU	3	11900001	11950000	0.38551700385517	64	34700	90009	1575
EU	3	11950001	12000000	0.3945325596389426	55	30596	77550	1155
RU	3	11950001	12000000	0.3727463942307692	55	2481	6656	1759
RU	3	12000001	12050000	0.3940545004128819	58	2386	6055	2819
EU	3	12000001	12050000	0.4174127703474448	58	33987	81423	1575
RU	3	12050001	12100000	0.3742770167427701	61	2459	6570	2763
EU	3	12050001	12100000	0.4000654121549801	61	34250	85611	1680
EU	3	12100001	12150000	0.4464214616197811	52	32516	72837	1575
RU	3	12100001	12150000	0.4314398489788913	52	2514	5827	2129
EU	3	12150001	12200000	0.3944239216334932	77	42922	108822	1365
RU	3	12150001	12200000	0.4126925446703635	77	3349	8115	3666
EU	3	12200001	12250000	0.3892761885137997	62	34006	87357	1365
RU	3	12200001	12250000	0.3921843177189409	62	3081	7856	1630
EU	3	12250001	12300000	0.4066407211076069	63	36361	89418	735
RU	3	12250001	12300000	0.385302280680584	63	3193	8287	1352
EU	3	12300001	12350000	0.4122815518299577	44	25526	61914	1050
RU	3	12300001	12350000	0.4026872159652243	44	2038	5061	1671
EU	3	12350001	12400000	0.4298675021212714	11	6586	15321	420
RU	3	12350001	12400000	0.4398708635996771	11	545	1239	444
EU	3	12400001	12450000	0.4142843108360349	22	12651	30537	945
RU	3	12400001	12450000	0.3840782122905028	22	825	2148	1218
RU	3	12450001	12500000	0.4864300626304801	12	699	1437	399
EU	3	12450001	12500000	0.4906567004805125	12	8271	16857	315
EU	3	12500001	12550000	0.3698856266949652	6	3137	8481	105
RU	3	12500001	12550000	0.3803921568627451	6	291	765	153
EU	3	12550001	12600000	0.5067101922379398	2	1397	2757	105
RU	3	12550001	12600000	0.5032679738562091	2	154	306	0
RU	3	12600001	12650000	NA	0	NA	NA	NA
EU	3	12600001	12650000	NA	0	NA	NA	NA
RU	3	12650001	12700000	0.1571164510166358	5	85	541	224
EU	3	12650001	12700000	0.26	5	1833	7050	105
EU	3	12700001	12750000	0.4842767295597484	1	693	1431	0
RU	3	12700001	12750000	0.4248366013071895	1	65	153	0
RU	3	12750001	12800000	0.3950617283950617	2	32	81	225
EU	3	12750001	12800000	0.3326079071454479	2	917	2757	105
RU	3	12800001	12850000	0.2941176470588235	1	45	153	0
EU	3	12800001	12850000	0.257162823200559	1	368	1431	0
EU	3	12850001	12900000	0.3538681948424069	3	1482	4188	105
RU	3	12850001	12900000	0.4024390243902439	3	66	164	295
EU	3	12900001	12950000	0.2776981852913085	3	1163	4188	105
RU	3	12900001	12950000	0.2549668874172185	3	77	302	157
EU	3	12950001	13000000	0.3522012578616352	1	504	1431	0
RU	3	12950001	13000000	0.4248366013071895	1	65	153	0
RU	3	13000001	13050000	0.50390625	3	129	256	203
EU	3	13000001	13050000	0.4457506735243693	3	1820	4083	210
EU	3	13050001	13100000	0.294885745375408	2	813	2757	105
RU	3	13050001	13100000	0.2345679012345679	2	19	81	225
EU	3	13100001	13150000	0.3167420814479638	1	420	1326	105
RU	3	13100001	13150000	0.3626373626373626	1	33	91	62
EU	3	13150001	13200000	0.3055555555555556	4	1749	5724	0
RU	3	13150001	13200000	0.448742746615087	4	232	517	95
EU	3	13200001	13250000	0.3913347309573725	1	560	1431	0
RU	3	13200001	13250000	0.2941176470588235	1	45	153	0
RU	3	13250001	13300000	0.229607250755287	3	76	331	128
EU	3	13250001	13300000	0.2839506172839506	3	1219	4293	0
EU	3	13300001	13350000	0.235036198633629	7	2305	9807	210
RU	3	13300001	13350000	0.3158602150537634	7	235	744	327
EU	3	13350001	13400000	0.3077102259492196	3	1321	4293	0
RU	3	13350001	13400000	0.2215909090909091	3	39	176	283
EU	3	13400001	13450000	NA	0	NA	NA	NA
RU	3	13400001	13450000	NA	0	NA	NA	NA
RU	3	13450001	13500000	0.4270833333333333	3	41	96	363
EU	3	13450001	13500000	0.340623428858723	3	1355	3978	315
RU	3	13500001	13550000	0.2197802197802197	2	60	273	33
EU	3	13500001	13550000	0.2396925227113906	2	686	2862	0
EU	3	13550001	13600000	0.2962962962962963	4	1696	5724	0
RU	3	13550001	13600000	0.1909090909090909	4	105	550	62
EU	3	13600001	13650000	0.3413696715583508	2	977	2862	0
RU	3	13600001	13650000	0.1943127962085308	2	41	211	95
EU	3	13650001	13700000	0.5094339622641509	1	729	1431	0
RU	3	13650001	13700000	0.5228758169934641	1	80	153	0
RU	3	13700001	13750000	0.4285714285714285	1	12	28	125
EU	3	13700001	13750000	0.4919636617749825	1	704	1431	0
EU	3	13750001	13800000	0.5087351502445842	1	728	1431	0
RU	3	13750001	13800000	0.5333333333333333	1	64	120	33
EU	3	13800001	13850000	0.3548218029350105	4	2031	5724	0
RU	3	13800001	13850000	0.2242063492063492	4	113	504	108
EU	3	13850001	13900000	0.3727949423880901	7	3656	9807	210
RU	3	13850001	13900000	0.3843031123139377	7	284	739	332
RU	3	13900001	13950000	0.42578125	3	109	256	203
EU	3	13900001	13950000	0.3235434574976122	3	1355	4188	105
EU	3	13950001	14000000	0.2688679245283019	4	1539	5724	0
RU	3	13950001	14000000	0.1832579185520362	4	81	442	170
RU	3	14000001	14050000	NA	0	NA	NA	NA
EU	3	14000001	14050000	NA	0	NA	NA	NA
RU	3	14050001	14100000	0.5333333333333333	1	64	120	33
EU	3	14050001	14100000	0.5030165912518854	1	667	1326	105
RU	3	14100001	14150000	0.4090909090909091	1	27	66	87
EU	3	14100001	14150000	0.5031446540880503	1	720	1431	0
EU	3	14150001	14200000	0.5090497737556561	1	675	1326	105
RU	3	14150001	14200000	0.6	1	9	15	138
EU	3	14200001	14250000	0.5087351502445842	1	728	1431	0
RU	3	14200001	14250000	0.525	1	63	120	33
EU	3	14250001	14300000	0.5090497737556561	1	675	1326	105
RU	3	14250001	14300000	0.5274725274725275	1	48	91	62
RU	3	14300001	14350000	NA	0	NA	NA	NA
EU	3	14300001	14350000	NA	0	NA	NA	NA
RU	3	14350001	14400000	0.5294117647058824	1	81	153	0
EU	3	14350001	14400000	0.5094339622641509	1	729	1431	0
EU	3	14400001	14450000	0.5094339622641509	1	729	1431	0
RU	3	14400001	14450000	0.5294117647058824	1	81	153	0
EU	3	14450001	14500000	0.3356371490280777	10	4662	13890	420
RU	3	14450001	14500000	0.2877005347593583	10	269	935	595
EU	3	14500001	14550000	NA	0	NA	NA	NA
RU	3	14500001	14550000	NA	0	NA	NA	NA
EU	3	14550001	14600000	0.3496554225607544	2	964	2757	105
RU	3	14550001	14600000	0.4117647058823529	2	126	306	0
EU	3	14600001	14650000	0.5090497737556561	2	1350	2652	210
RU	3	14600001	14650000	0.5367647058823529	2	73	136	170
EU	3	14650001	14700000	0.1069182389937107	1	153	1431	0
RU	3	14650001	14700000	0.1111111111111111	1	17	153	0
RU	3	14700001	14750000	0.5294117647058824	1	81	153	0
EU	3	14700001	14750000	0.5087351502445842	1	728	1431	0
RU	3	14750001	14800000	0.0	1	0	45	108
EU	3	14750001	14800000	0.1447963800904977	1	192	1326	105
EU	3	14800001	14850000	0.3549965059399022	2	1016	2862	0
RU	3	14800001	14850000	0.4738562091503268	2	145	306	0
EU	3	14850001	14900000	0.1069182389937107	1	153	1431	0
RU	3	14850001	14900000	0.1428571428571428	1	13	91	62
EU	3	14900001	14950000	0.5087351502445842	1	728	1431	0
RU	3	14900001	14950000	0.5333333333333333	1	8	15	138
EU	3	14950001	15000000	0.506638714185884	1	725	1431	0
RU	3	14950001	15000000	0.5	1	60	120	33
RU	3	15000001	15050000	0.5	1	60	120	33
EU	3	15000001	15050000	0.5087351502445842	1	728	1431	0
EU	3	15050001	15100000	NA	0	NA	NA	NA
RU	3	15050001	15100000	NA	0	NA	NA	NA
RU	3	15100001	15150000	0.5228758169934641	1	80	153	0
EU	3	15100001	15150000	0.5087351502445842	1	728	1431	0
EU	3	15150001	15200000	NA	0	NA	NA	NA
RU	3	15150001	15200000	NA	0	NA	NA	NA
EU	3	15200001	15250000	0.4842767295597484	1	693	1431	0
RU	3	15200001	15250000	0.5274725274725275	1	48	91	62
EU	3	15250001	15300000	0.1712089447938504	1	245	1431	0
RU	3	15250001	15300000	0.0	1	0	66	87
RU	3	15300001	15350000	0.1881720430107527	2	35	186	120
EU	3	15300001	15350000	0.3371767994409503	2	965	2862	0
RU	3	15350001	15400000	0.4670818505338078	10	525	1124	406
EU	3	15350001	15400000	0.4612782496041456	10	6409	13894	416
EU	3	15400001	15450000	NA	0	NA	NA	NA
RU	3	15400001	15450000	NA	0	NA	NA	NA
RU	3	15450001	15500000	0.1952380952380952	3	41	210	249
EU	3	15450001	15500000	0.3478151682571572	3	1385	3982	311
RU	3	15500001	15550000	0.5228758169934641	1	80	153	0
EU	3	15500001	15550000	0.4982529699510831	1	713	1431	0
RU	3	15550001	15600000	0.3425692695214106	3	136	397	62
EU	3	15550001	15600000	0.2648042024832855	3	1109	4188	105
RU	3	15600001	15650000	0.4129793510324483	3	140	339	120
EU	3	15600001	15650000	0.3810923340680872	3	1556	4083	210
EU	3	15650001	15700000	0.3457843225285085	8	3851	11137	311
RU	3	15650001	15700000	0.3066485753052917	8	226	737	487
EU	3	15700001	15750000	0.3158870801566041	7	3066	9706	311
RU	3	15700001	15750000	0.3374083129584352	7	276	818	253
RU	3	15750001	15800000	0.2939814814814814	7	254	864	207
EU	3	15750001	15800000	0.3570929419986023	7	3577	10017	0
RU	3	15800001	15850000	0.3166843783209351	9	298	941	436
EU	3	15800001	15850000	0.3308659662527857	9	4157	12564	315
EU	3	15850001	15900000	0.3522012578616352	1	504	1431	0
RU	3	15850001	15900000	0.4705882352941176	1	72	153	0
RU	3	15900001	15950000	0.5228758169934641	1	80	153	0
EU	3	15900001	15950000	0.5094339622641509	1	729	1431	0
RU	3	15950001	16000000	0.5294117647058824	1	81	153	0
EU	3	15950001	16000000	0.5094339622641509	1	729	1431	0
EU	3	16000001	16050000	0.1772247360482654	1	235	1326	105
RU	3	16000001	16050000	0.0	1	0	66	87
EU	3	16050001	16100000	NA	0	NA	NA	NA
RU	3	16050001	16100000	NA	0	NA	NA	NA
RU	3	16100001	16150000	0.525	1	63	120	33
EU	3	16100001	16150000	0.4842767295597484	1	693	1431	0
